# NedoTokenizer production vocabulary
# format: NDSRF004 / RootSuffixByteBpe
# columns: id	type	text	hex
158	base-byte	"\x9B"	9B
159	base-byte	"\x9C"	9C
160	base-byte	"\x9D"	9D
161	base-byte	"\x9E"	9E
162	base-byte	"\x9F"	9F
163	base-byte	"\xA0"	A0
164	base-byte	"\xA1"	A1
165	base-byte	"\xA2"	A2
166	base-byte	"\xA3"	A3
167	base-byte	"\xA4"	A4
168	base-byte	"\xA5"	A5
169	base-byte	"\xA6"	A6
170	base-byte	"\xA7"	A7
171	base-byte	"\xA8"	A8
172	base-byte	"\xA9"	A9
173	base-byte	"\xAA"	AA
174	base-byte	"\xAB"	AB
175	base-byte	"\xAC"	AC
176	base-byte	"\xAD"	AD
177	base-byte	"\xAE"	AE
178	base-byte	"\xAF"	AF
179	base-byte	"\xB0"	B0
180	base-byte	"\xB1"	B1
181	base-byte	"\xB2"	B2
182	base-byte	"\xB3"	B3
183	base-byte	"\xB4"	B4
184	base-byte	"\xB5"	B5
185	base-byte	"\xB6"	B6
186	base-byte	"\xB7"	B7
187	base-byte	"\xB8"	B8
188	base-byte	"\xB9"	B9
189	base-byte	"\xBA"	BA
190	base-byte	"\xBB"	BB
191	base-byte	"\xBC"	BC
192	base-byte	"\xBD"	BD
193	base-byte	"\xBE"	BE
194	base-byte	"\xBF"	BF
195	base-byte	"\xC0"	C0
196	base-byte	"\xC1"	C1
197	base-byte	"\xC2"	C2
198	base-byte	"\xC3"	C3
199	base-byte	"\xC4"	C4
200	base-byte	"\xC5"	C5
201	base-byte	"\xC6"	C6
202	base-byte	"\xC7"	C7
203	base-byte	"\xC8"	C8
204	base-byte	"\xC9"	C9
205	base-byte	"\xCA"	CA
206	base-byte	"\xCB"	CB
207	base-byte	"\xCC"	CC
208	base-byte	"\xCD"	CD
209	base-byte	"\xCE"	CE
210	base-byte	"\xCF"	CF
211	base-byte	"\xD0"	D0
212	base-byte	"\xD1"	D1
213	base-byte	"\xD2"	D2
214	base-byte	"\xD3"	D3
215	base-byte	"\xD4"	D4
216	base-byte	"\xD5"	D5
217	base-byte	"\xD6"	D6
218	base-byte	"\xD7"	D7
219	base-byte	"\xD8"	D8
220	base-byte	"\xD9"	D9
221	base-byte	"\xDA"	DA
222	base-byte	"\xDB"	DB
223	base-byte	"\xDC"	DC
224	base-byte	"\xDD"	DD
225	base-byte	"\xDE"	DE
226	base-byte	"\xDF"	DF
227	base-byte	"\xE0"	E0
228	base-byte	"\xE1"	E1
229	base-byte	"\xE2"	E2
230	base-byte	"\xE3"	E3
231	base-byte	"\xE4"	E4
232	base-byte	"\xE5"	E5
233	base-byte	"\xE6"	E6
234	base-byte	"\xE7"	E7
235	base-byte	"\xE8"	E8
236	base-byte	"\xE9"	E9
237	base-byte	"\xEA"	EA
238	base-byte	"\xEB"	EB
239	base-byte	"\xEC"	EC
240	base-byte	"\xED"	ED
241	base-byte	"\xEE"	EE
242	base-byte	"\xEF"	EF
243	base-byte	"\xF0"	F0
244	base-byte	"\xF1"	F1
245	base-byte	"\xF2"	F2
246	base-byte	"\xF3"	F3
247	base-byte	"\xF4"	F4
248	base-byte	"\xF5"	F5
249	base-byte	"\xF6"	F6
250	base-byte	"\xF7"	F7
251	base-byte	"\xF8"	F8
252	base-byte	"\xF9"	F9
253	base-byte	"\xFA"	FA
254	base-byte	"\xFB"	FB
255	base-byte	"\xFC"	FC
256	base-byte	"\xFD"	FD
257	base-byte	"\xFE"	FE
258	base-byte	"\xFF"	FF
259	learned	"ı"	C4 B1
260	learned	"  "	20 20
261	learned	"ar"	61 72
262	learned	"er"	65 72
263	learned	"ü"	C3 BC
264	learned	"in"	69 6E
265	learned	"an"	61 6E
266	learned	"ş"	C5 9F
267	learned	" b"	20 62
268	learned	"en"	65 6E
269	learned	"ir"	69 72
270	learned	"    "	20 20 20 20
271	learned	"ın"	C4 B1 6E
272	learned	"ğ"	C4 9F
273	learned	"ç"	C3 A7
274	learned	"il"	69 6C
275	learned	" d"	20 64
276	learned	" k"	20 6B
277	learned	"ma"	6D 61
278	learned	" s"	20 73
279	learned	"al"	61 6C
280	learned	" y"	20 79
281	learned	"ö"	C3 B6
282	learned	"ek"	65 6B
283	learned	"lar"	6C 61 72
284	learned	" o"	20 6F
285	learned	" v"	20 76
286	learned	"ler"	6C 65 72
287	learned	" g"	20 67
288	learned	"la"	6C 61
289	learned	" t"	20 74
290	learned	"et"	65 74
291	learned	"ak"	61 6B
292	learned	"el"	65 6C
293	learned	" i"	20 69
294	learned	"on"	6F 6E
295	learned	"de"	64 65
296	learned	"or"	6F 72
297	learned	"da"	64 61
298	learned	"le"	6C 65
299	learned	"un"	75 6E
300	learned	"at"	61 74
301	learned	" ve"	20 76 65
302	learned	"li"	6C 69
303	learned	" h"	20 68
304	learned	"me"	6D 65
305	learned	"        "	20 20 20 20 20 20 20 20
306	learned	" ol"	20 6F 6C
307	learned	"ır"	C4 B1 72
308	learned	" bir"	20 62 69 72
309	learned	"ay"	61 79
310	learned	"si"	73 69
311	learned	"ur"	75 72
312	learned	"st"	73 74
313	learned	"im"	69 6D
314	learned	" B"	20 42
315	learned	"lı"	6C C4 B1
316	learned	"iz"	69 7A
317	learned	" a"	20 61
318	learned	"ul"	75 6C
319	learned	"iy"	69 79
320	learned	"ed"	65 64
321	learned	"ik"	69 6B
322	learned	"ün"	C3 BC 6E
323	learned	" A"	20 41
324	learned	" ç"	20 C3 A7
325	learned	"00"	30 30
326	learned	"it"	69 74
327	learned	"\xE2\x80"	E2 80
328	learned	"ap"	61 70
329	learned	"İ"	C4 B0
330	learned	"ür"	C3 BC 72
331	learned	" de"	20 64 65
332	learned	" m"	20 6D
333	learned	"iş"	69 C5 9F
334	learned	"sı"	73 C4 B1
335	learned	" S"	20 53
336	learned	"ya"	79 61
337	learned	"\n\n"	0A 0A
338	learned	"em"	65 6D
339	learned	"am"	61 6D
340	learned	" K"	20 4B
341	learned	" p"	20 70
342	learned	"um"	75 6D
343	learned	" 1"	20 31
344	learned	"di"	64 69
345	learned	" T"	20 54
346	learned	"ış"	C4 B1 C5 9F
347	learned	" ö"	20 C3 B6
348	learned	"ım"	C4 B1 6D
349	learned	"aş"	61 C5 9F
350	learned	" f"	20 66
351	learned	"es"	65 73
352	learned	"ab"	61 62
353	learned	" n"	20 6E
354	learned	"ıl"	C4 B1 6C
355	learned	" iç"	20 69 C3 A7
356	learned	"ah"	61 68
357	learned	" il"	20 69 6C
358	learned	" M"	20 4D
359	learned	"ce"	63 65
360	learned	"lerin"	6C 65 72 69 6E
361	learned	"ların"	6C 61 72 C4 B1 6E
362	learned	"az"	61 7A
363	learned	" 2"	20 32
364	learned	"ık"	C4 B1 6B
365	learned	"ol"	6F 6C
366	learned	"dan"	64 61 6E
367	learned	"ti"	74 69
368	learned	"ağ"	61 C4 9F
369	learned	"leri"	6C 65 72 69
370	learned	"sin"	73 69 6E
371	learned	"ları"	6C 61 72 C4 B1
372	learned	"ör"	C3 B6 72
373	learned	" D"	20 44
374	learned	" al"	20 61 6C
375	learned	"as"	61 73
376	learned	" bu"	20 62 75
377	learned	"ara"	61 72 61
378	learned	"üz"	C3 BC 7A
379	learned	"ok"	6F 6B
380	learned	"ız"	C4 B1 7A
381	learned	"ta"	74 61
382	learned	"te"	74 65
383	learned	"lan"	6C 61 6E
384	learned	" için"	20 69 C3 A7 69 6E
385	learned	"ra"	72 61
386	learned	"sın"	73 C4 B1 6E
387	learned	"mak"	6D 61 6B
388	learned	"den"	64 65 6E
389	learned	" E"	20 45
390	learned	" ş"	20 C5 9F
391	learned	"ük"	C3 BC 6B
392	learned	"                "	20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
393	learned	"du"	64 75
394	learned	"\x20\xC3"	20 C3
395	learned	" H"	20 48
396	learned	" G"	20 47
397	learned	"dı"	64 C4 B1
398	learned	"ev"	65 76
399	learned	" u"	20 75
400	learned	" yap"	20 79 61 70
401	learned	"arak"	61 72 61 6B
402	learned	"ro"	72 6F
403	learned	"eri"	65 72 69
404	learned	" an"	20 61 6E
405	learned	" Y"	20 59
406	learned	"üm"	C3 BC 6D
407	learned	"dır"	64 C4 B1 72
408	learned	"ey"	65 79
409	learned	" İ"	20 C4 B0
410	learned	"dir"	64 69 72
411	learned	"ec"	65 63
412	learned	" r"	20 72
413	learned	" ed"	20 65 64
414	learned	"tir"	74 69 72
415	learned	"ut"	75 74
416	learned	"lik"	6C 69 6B
417	learned	"is"	69 73
418	learned	"ön"	C3 B6 6E
419	learned	" P"	20 50
420	learned	"mek"	6D 65 6B
421	learned	"ac"	61 63
422	learned	"om"	6F 6D
423	learned	" da"	20 64 61
424	learned	" c"	20 63
425	learned	"yor"	79 6F 72
426	learned	"ki"	6B 69
427	learned	" in"	20 69 6E
428	learned	"ye"	79 65
429	learned	"’"	E2 80 99
430	learned	" gör"	20 67 C3 B6 72
431	learned	" z"	20 7A
432	learned	"ad"	61 64
433	learned	"ilir"	69 6C 69 72
434	learned	" ile"	20 69 6C 65
435	learned	" et"	20 65 74
436	learned	"tır"	74 C4 B1 72
437	learned	" C"	20 43
438	learned	"ında"	C4 B1 6E 64 61
439	learned	"lu"	6C 75
440	learned	" değ"	20 64 65 C4 9F
441	learned	"uş"	75 C5 9F
442	learned	"01"	30 31
443	learned	"ine"	69 6E 65
444	learned	"ül"	C3 BC 6C
445	learned	"uz"	75 7A
446	learned	" ar"	20 61 72
447	learned	"oğ"	6F C4 9F
448	learned	" e"	20 65
449	learned	" son"	20 73 6F 6E
450	learned	"000"	30 30 30
451	learned	"lık"	6C C4 B1 6B
452	learned	"yon"	79 6F 6E
453	learned	"iyor"	69 79 6F 72
454	learned	"eb"	65 62
455	learned	"gi"	67 69
456	learned	" O"	20 4F
457	learned	" kar"	20 6B 61 72
458	learned	"re"	72 65
459	learned	"se"	73 65
460	learned	"tı"	74 C4 B1
461	learned	" ma"	20 6D 61
462	learned	"ci"	63 69
463	learned	"eç"	65 C3 A7
464	learned	"üş"	C3 BC C5 9F
465	learned	" F"	20 46
466	learned	" ön"	20 C3 B6 6E
467	learned	"ip"	69 70
468	learned	" ger"	20 67 65 72
469	learned	" Bu"	20 42 75
470	learned	"op"	6F 70
471	learned	"av"	61 76
472	learned	" ver"	20 76 65 72
473	learned	"inde"	69 6E 64 65
474	learned	"ullan"	75 6C 6C 61 6E
475	learned	" baş"	20 62 61 C5 9F
476	learned	" gel"	20 67 65 6C
477	learned	"duğ"	64 75 C4 9F
478	learned	" 3"	20 33
479	learned	"ması"	6D 61 73 C4 B1
480	learned	" bil"	20 62 69 6C
481	learned	"Ş"	C5 9E
482	learned	" iş"	20 69 C5 9F
483	learned	" ay"	20 61 79
484	learned	"miş"	6D 69 C5 9F
485	learned	"ini"	69 6E 69
486	learned	"ını"	C4 B1 6E C4 B1
487	learned	"uk"	75 6B
488	learned	"cı"	63 C4 B1
489	learned	"öz"	C3 B6 7A
490	learned	"ib"	69 62
491	learned	"he"	68 65
492	learned	" kullan"	20 6B 75 6C 6C 61 6E
493	learned	" en"	20 65 6E
494	learned	" N"	20 4E
495	learned	" kon"	20 6B 6F 6E
496	learned	"iye"	69 79 65
497	learned	"aha"	61 68 61
498	learned	"man"	6D 61 6E
499	learned	" R"	20 52
500	learned	"ot"	6F 74
501	learned	"nin"	6E 69 6E
502	learned	"dığ"	64 C4 B1 C4 9F
503	learned	"sa"	73 61
504	learned	",000"	2C 30 30 30
505	learned	"ği"	C4 9F 69
506	learned	"ru"	72 75
507	learned	"yle"	79 6C 65
508	learned	"laş"	6C 61 C5 9F
509	learned	"mış"	6D C4 B1 C5 9F
510	learned	"yi"	79 69
511	learned	"dak"	64 61 6B
512	learned	" or"	20 6F 72
513	learned	"ge"	67 65
514	learned	" var"	20 76 61 72
515	learned	"ka"	6B 61
516	learned	"ne"	6E 65
517	learned	"tr"	74 72
518	learned	" "	C2 A0
519	learned	"alış"	61 6C C4 B1 C5 9F
520	learned	" bul"	20 62 75 6C
521	learned	" ara"	20 61 72 61
522	learned	"ayı"	61 79 C4 B1
523	learned	"ca"	63 61
524	learned	",000,000"	2C 30 30 30 2C 30 30 30
525	learned	" daha"	20 64 61 68 61
526	learned	" uy"	20 75 79
527	learned	" 0"	20 30
528	learned	"ig"	69 67
529	learned	"id"	69 64
530	learned	"eş"	65 C5 9F
531	learned	" aç"	20 61 C3 A7
532	learned	"daki"	64 61 6B 69
533	learned	" me"	20 6D 65
534	learned	"ist"	69 73 74
535	learned	" yer"	20 79 65 72
536	learned	"cak"	63 61 6B
537	learned	"od"	6F 64
538	learned	"len"	6C 65 6E
539	learned	"ke"	6B 65
540	learned	" bel"	20 62 65 6C
541	learned	"ından"	C4 B1 6E 64 61 6E
542	learned	" 4"	20 34
543	learned	"ıyor"	C4 B1 79 6F 72
544	learned	"os"	6F 73
545	learned	" V"	20 56
546	learned	"lem"	6C 65 6D
547	learned	" Ç"	20 C3 87
548	learned	" ist"	20 69 73 74
549	learned	"us"	75 73
550	learned	"ic"	69 63
551	learned	"th"	74 68
552	learned	" L"	20 4C
553	learned	" çalış"	20 C3 A7 61 6C C4 B1 C5 9F
554	learned	"if"	69 66
555	learned	"gu"	67 75
556	learned	"ına"	C4 B1 6E 61
557	learned	"ile"	69 6C 65
558	learned	"mesi"	6D 65 73 69
559	learned	" her"	20 68 65 72
560	learned	"ent"	65 6E 74
561	learned	" çok"	20 C3 A7 6F 6B
562	learned	" sür"	20 73 C3 BC 72
563	learned	"ih"	69 68
564	learned	"aman"	61 6D 61 6E
565	learned	" Ö"	20 C3 96
566	learned	"â"	C3 A2
567	learned	"ere"	65 72 65
568	learned	"lığ"	6C C4 B1 C4 9F
569	learned	"leş"	6C 65 C5 9F
570	learned	"lo"	6C 6F
571	learned	"tur"	74 75 72
572	learned	"ekil"	65 6B 69 6C
573	learned	"yı"	79 C4 B1
574	learned	" 5"	20 35
575	learned	"ürk"	C3 BC 72 6B
576	learned	"na"	6E 61
577	learned	"ğr"	C4 9F 72
578	learned	"ark"	61 72 6B
579	learned	" gerek"	20 67 65 72 65 6B
580	learned	"ecek"	65 63 65 6B
581	learned	" kal"	20 6B 61 6C
582	learned	"ing"	69 6E 67
583	learned	"eki"	65 6B 69
584	learned	"lam"	6C 61 6D
585	learned	"ama"	61 6D 61
586	learned	"   "	20 20 20
587	learned	"fa"	66 61
588	learned	"ht"	68 74
589	learned	" ne"	20 6E 65
590	learned	" el"	20 65 6C
591	learned	"yla"	79 6C 61
592	learned	"sel"	73 65 6C
593	learned	" kur"	20 6B 75 72
594	learned	" ü"	20 C3 BC
595	learned	"nın"	6E C4 B1 6E
596	learned	"öl"	C3 B6 6C
597	learned	" üz"	20 C3 BC 7A
598	learned	"sında"	73 C4 B1 6E 64 61
599	learned	"ibi"	69 62 69
600	learned	"unu"	75 6E 75
601	learned	" kad"	20 6B 61 64
602	learned	" yön"	20 79 C3 B6 6E
603	learned	"san"	73 61 6E
604	learned	" gibi"	20 67 69 62 69
605	learned	"ğer"	C4 9F 65 72
606	learned	" ek"	20 65 6B
607	learned	"araf"	61 72 61 66
608	learned	" gün"	20 67 C3 BC 6E
609	learned	" I"	20 49
610	learned	" 201"	20 32 30 31
611	learned	"ilen"	69 6C 65 6E
612	learned	"ken"	6B 65 6E
613	learned	"yan"	79 61 6E
614	learned	"tan"	74 61 6E
615	learned	" the"	20 74 68 65
616	learned	" yıl"	20 79 C4 B1 6C
617	learned	"ter"	74 65 72
618	learned	"ep"	65 70
619	learned	"üt"	C3 BC 74
620	learned	"öyle"	C3 B6 79 6C 65
621	learned	" pro"	20 70 72 6F
622	learned	" yar"	20 79 61 72
623	learned	" öz"	20 C3 B6 7A
624	learned	" çık"	20 C3 A7 C4 B1 6B
625	learned	" geç"	20 67 65 C3 A7
626	learned	" zaman"	20 7A 61 6D 61 6E
627	learned	" U"	20 55
628	learned	"let"	6C 65 74
629	learned	"                                "	20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
630	learned	"ele"	65 6C 65
631	learned	"ite"	69 74 65
632	learned	" ad"	20 61 64
633	learned	" sonra"	20 73 6F 6E 72 61
634	learned	"inin"	69 6E 69 6E
635	learned	"ver"	76 65 72
636	learned	" yan"	20 79 61 6E
637	learned	"sun"	73 75 6E
638	learned	" taraf"	20 74 61 72 61 66
639	learned	"eni"	65 6E 69
640	learned	"şı"	C5 9F C4 B1
641	learned	"tion"	74 69 6F 6E
642	learned	"acak"	61 63 61 6B
643	learned	" w"	20 77
644	learned	" sor"	20 73 6F 72
645	learned	" bulun"	20 62 75 6C 75 6E
646	learned	"art"	61 72 74
647	learned	"üy"	C3 BC 79
648	learned	"nun"	6E 75 6E
649	learned	"endi"	65 6E 64 69
650	learned	"lerini"	6C 65 72 69 6E 69
651	learned	" sağ"	20 73 61 C4 9F
652	learned	" An"	20 41 6E
653	learned	"oy"	6F 79
654	learned	"lü"	6C C3 BC
655	learned	" dur"	20 64 75 72
656	learned	"imiz"	69 6D 69 7A
657	learned	" gö"	20 67 C3 B6
658	learned	"met"	6D 65 74
659	learned	"end"	65 6E 64
660	learned	" veya"	20 76 65 79 61
661	learned	"ster"	73 74 65 72
662	learned	"kan"	6B 61 6E
663	learned	"ılan"	C4 B1 6C 61 6E
664	learned	" belir"	20 62 65 6C 69 72
665	learned	"men"	6D 65 6E
666	learned	"Ü"	C3 9C
667	learned	"eden"	65 64 65 6E
668	learned	" Ş"	20 C5 9E
669	learned	"çek"	C3 A7 65 6B
670	learned	" doğ"	20 64 6F C4 9F
671	learned	"gula"	67 75 6C 61
672	learned	"deki"	64 65 6B 69
673	learned	"ran"	72 61 6E
674	learned	" te"	20 74 65
675	learned	"diğ"	64 69 C4 9F
676	learned	"masın"	6D 61 73 C4 B1 6E
677	learned	"duğu"	64 75 C4 9F 75
678	learned	"20"	32 30
679	learned	"abilir"	61 62 69 6C 69 72
680	learned	"lara"	6C 61 72 61
681	learned	"sinde"	73 69 6E 64 65
682	learned	"larını"	6C 61 72 C4 B1 6E C4 B1
683	learned	" 6"	20 36
684	learned	" tek"	20 74 65 6B
685	learned	"Bu"	42 75
686	learned	"ve"	76 65
687	learned	" düş"	20 64 C3 BC C5 9F
688	learned	" sa"	20 73 61
689	learned	"ted"	74 65 64
690	learned	" top"	20 74 6F 70
691	learned	"ağı"	61 C4 9F C4 B1
692	learned	"…"	E2 80 A6
693	learned	" yaş"	20 79 61 C5 9F
694	learned	" di"	20 64 69
695	learned	" of"	20 6F 66
696	learned	"“"	E2 80 9C
697	learned	"lere"	6C 65 72 65
698	learned	" dön"	20 64 C3 B6 6E
699	learned	" Türk"	20 54 C3 BC 72 6B
700	learned	"ion"	69 6F 6E
701	learned	"10"	31 30
702	learned	"çe"	C3 A7 65
703	learned	"kin"	6B 69 6E
704	learned	" yaz"	20 79 61 7A
705	learned	"ub"	75 62
706	learned	"”"	E2 80 9D
707	learned	" değer"	20 64 65 C4 9F 65 72
708	learned	"  "	C2 A0 C2 A0
709	learned	"tik"	74 69 6B
710	learned	" sayı"	20 73 61 79 C4 B1
711	learned	"ının"	C4 B1 6E C4 B1 6E
712	learned	"\r\n"	0D 0A
713	learned	"ili"	69 6C 69
714	learned	" bağ"	20 62 61 C4 9F
715	learned	"ten"	74 65 6E
716	learned	"oc"	6F 63
717	learned	" kadar"	20 6B 61 64 61 72
718	learned	"maya"	6D 61 79 61
719	learned	" karşı"	20 6B 61 72 C5 9F C4 B1
720	learned	"makta"	6D 61 6B 74 61
721	learned	"bir"	62 69 72
722	learned	" ak"	20 61 6B
723	learned	" kat"	20 6B 61 74
724	learned	"lay"	6C 61 79
725	learned	" tar"	20 74 61 72
726	learned	"19"	31 39
727	learned	"üyük"	C3 BC 79 C3 BC 6B
728	learned	"201"	32 30 31
729	learned	"dığı"	64 C4 B1 C4 9F C4 B1
730	learned	"ram"	72 61 6D
731	learned	"lerinin"	6C 65 72 69 6E 69 6E
732	learned	" tan"	20 74 61 6E
733	learned	"siz"	73 69 7A
734	learned	" üzeri"	20 C3 BC 7A 65 72 69
735	learned	" sah"	20 73 61 68
736	learned	" at"	20 61 74
737	learned	"liğ"	6C 69 C4 9F
738	learned	" kay"	20 6B 61 79
739	learned	"sal"	73 61 6C
740	learned	"ez"	65 7A
741	learned	" değiş"	20 64 65 C4 9F 69 C5 9F
742	learned	" 19"	20 31 39
743	learned	"iyet"	69 79 65 74
744	learned	"up"	75 70
745	learned	"ımız"	C4 B1 6D C4 B1 7A
746	learned	"iç"	69 C3 A7
747	learned	" düz"	20 64 C3 BC 7A
748	learned	" ben"	20 62 65 6E
749	learned	"han"	68 61 6E
750	learned	"larının"	6C 61 72 C4 B1 6E C4 B1 6E
751	learned	" hak"	20 68 61 6B
752	learned	"larda"	6C 61 72 64 61
753	learned	"etim"	65 74 69 6D
754	learned	" hal"	20 68 61 6C
755	learned	".0"	2E 30
756	learned	" konu"	20 6B 6F 6E 75
757	learned	" gü"	20 67 C3 BC
758	learned	"ER"	45 52
759	learned	"tedir"	74 65 64 69 72
760	learned	" neden"	20 6E 65 64 65 6E
761	learned	"Ç"	C3 87
762	learned	"ıla"	C4 B1 6C 61
763	learned	" tem"	20 74 65 6D
764	learned	"erek"	65 72 65 6B
765	learned	" dev"	20 64 65 76
766	learned	" Bir"	20 42 69 72
767	learned	"unda"	75 6E 64 61
768	learned	"mektedir"	6D 65 6B 74 65 64 69 72
769	learned	" gen"	20 67 65 6E
770	learned	" and"	20 61 6E 64
771	learned	"eh"	65 68
772	learned	"af"	61 66
773	learned	" yük"	20 79 C3 BC 6B
774	learned	" Ü"	20 C3 9C
775	learned	" oluş"	20 6F 6C 75 C5 9F
776	learned	" öğr"	20 C3 B6 C4 9F 72
777	learned	" kap"	20 6B 61 70
778	learned	"AN"	41 4E
779	learned	"sine"	73 69 6E 65
780	learned	" kendi"	20 6B 65 6E 64 69
781	learned	"aç"	61 C3 A7
782	learned	"AR"	41 52
783	learned	" durum"	20 64 75 72 75 6D
784	learned	" ama"	20 61 6D 61
785	learned	"ası"	61 73 C4 B1
786	learned	"arı"	61 72 C4 B1
787	learned	" 7"	20 37
788	learned	" özel"	20 C3 B6 7A 65 6C
789	learned	"diği"	64 69 C4 9F 69
790	learned	"eli"	65 6C 69
791	learned	" göster"	20 67 C3 B6 73 74 65 72
792	learned	"dür"	64 C3 BC 72
793	learned	"ers"	65 72 73
794	learned	"uç"	75 C3 A7
795	learned	" par"	20 70 61 72
796	learned	"iniz"	69 6E 69 7A
797	learned	" göre"	20 67 C3 B6 72 65
798	learned	"nu"	6E 75
799	learned	"            "	20 20 20 20 20 20 20 20 20 20 20 20
800	learned	" değil"	20 64 65 C4 9F 69 6C
801	learned	"cu"	63 75
802	learned	" şekil"	20 C5 9F 65 6B 69 6C
803	learned	"miştir"	6D 69 C5 9F 74 69 72
804	learned	" l"	20 6C
805	learned	" iki"	20 69 6B 69
806	learned	" yak"	20 79 61 6B
807	learned	" böl"	20 62 C3 B6 6C
808	learned	" fark"	20 66 61 72 6B
809	learned	"dım"	64 C4 B1 6D
810	learned	" ür"	20 C3 BC 72
811	learned	"Ö"	C3 96
