# NedoTokenizer 20 GB candidate vocabulary
# NDSRF004 / RootSuffixByteBpe / max_token_bytes=48 / min_frequency=100
# columns: id	type	text	hex
12876	learned	" melek"	20 6D 65 6C 65 6B
12877	learned	" Gemi"	20 47 65 6D 69
12878	learned	" asansör"	20 61 73 61 6E 73 C3 B6 72
12879	learned	" aldat"	20 61 6C 64 61 74
12880	learned	" İlhan"	20 C4 B0 6C 68 61 6E
12881	learned	" çubuk"	20 C3 A7 75 62 75 6B
12882	learned	" Tuğ"	20 54 75 C4 9F
12883	learned	"lendirilmesi"	6C 65 6E 64 69 72 69 6C 6D 65 73 69
12884	learned	"long"	6C 6F 6E 67
12885	learned	"laşması"	6C 61 C5 9F 6D 61 73 C4 B1
12886	learned	" fare"	20 66 61 72 65
12887	learned	" hd"	20 68 64
12888	learned	"iger"	69 67 65 72
12889	learned	" Erzincan"	20 45 72 7A 69 6E 63 61 6E
12890	learned	" atıf"	20 61 74 C4 B1 66
12891	learned	"Mart"	4D 61 72 74
12892	learned	" 91"	20 39 31
12893	learned	"-Ge"	2D 47 65
12894	learned	"Pad"	50 61 64
12895	learned	" But"	20 42 75 74
12896	learned	"lanması"	6C 61 6E 6D 61 73 C4 B1
12897	learned	"Şeh"	C5 9E 65 68
12898	learned	"asif"	61 73 69 66
12899	learned	" miting"	20 6D 69 74 69 6E 67
12900	learned	" fırça"	20 66 C4 B1 72 C3 A7 61
12901	learned	" şikâyet"	20 C5 9F 69 6B C3 A2 79 65 74
12902	learned	" Gülen"	20 47 C3 BC 6C 65 6E
12903	learned	" İstiklal"	20 C4 B0 73 74 69 6B 6C 61 6C
12904	learned	" evrensel"	20 65 76 72 65 6E 73 65 6C
12905	learned	" göçmen"	20 67 C3 B6 C3 A7 6D 65 6E
12906	learned	" kuran"	20 6B 75 72 61 6E
12907	learned	"likdüzü"	6C 69 6B 64 C3 BC 7A C3 BC
12908	learned	"All"	41 6C 6C
12909	learned	"eleceğ"	65 6C 65 63 65 C4 9F
12910	learned	" geleni"	20 67 65 6C 65 6E 69
12911	learned	" Kılıf"	20 4B C4 B1 6C C4 B1 66
12912	learned	" gu"	20 67 75
12913	learned	"dok"	64 6F 6B
12914	learned	" hemde"	20 68 65 6D 64 65
12915	learned	" Kırık"	20 4B C4 B1 72 C4 B1 6B
12916	learned	"yazar"	79 61 7A 61 72
12917	learned	"OH"	4F 48
12918	learned	" Polat"	20 50 6F 6C 61 74
12919	learned	" Bot"	20 42 6F 74
12920	learned	"112"	31 31 32
12921	learned	"cam"	63 61 6D
12922	learned	"lüdür"	6C C3 BC 64 C3 BC 72
12923	learned	" True"	20 54 72 75 65
12924	learned	"pan"	70 61 6E
12925	learned	" Dahil"	20 44 61 68 69 6C
12926	learned	" Nov"	20 4E 6F 76
12927	learned	" müsait"	20 6D C3 BC 73 61 69 74
12928	learned	" perakende"	20 70 65 72 61 6B 65 6E 64 65
12929	learned	"lery"	6C 65 72 79
12930	learned	"Bek"	42 65 6B
12931	learned	" Selçuklu"	20 53 65 6C C3 A7 75 6B 6C 75
12932	learned	"kart"	6B 61 72 74
12933	learned	"madığım"	6D 61 64 C4 B1 C4 9F C4 B1 6D
12934	learned	"vc"	76 63
12935	learned	" Fre"	20 46 72 65
12936	learned	" seans"	20 73 65 61 6E 73
12937	learned	" Plastik"	20 50 6C 61 73 74 69 6B
12938	learned	"rese"	72 65 73 65
12939	learned	"Sakarya"	53 61 6B 61 72 79 61
12940	learned	" soyut"	20 73 6F 79 75 74
12941	learned	"ards"	61 72 64 73
12942	learned	"Tat"	54 61 74
12943	learned	" elektron"	20 65 6C 65 6B 74 72 6F 6E
12944	learned	" Mikro"	20 4D 69 6B 72 6F
12945	learned	" DC"	20 44 43
12946	learned	"java"	6A 61 76 61
12947	learned	"übnan"	C3 BC 62 6E 61 6E
12948	learned	"zade"	7A 61 64 65
12949	learned	" Kalem"	20 4B 61 6C 65 6D
12950	learned	"outh"	6F 75 74 68
12951	learned	"ilar"	69 6C 61 72
12952	learned	" Kulüp"	20 4B 75 6C C3 BC 70
12953	learned	"yy"	79 79
12954	learned	"luğunun"	6C 75 C4 9F 75 6E 75 6E
12955	learned	" Yangın"	20 59 61 6E 67 C4 B1 6E
12956	learned	",90"	2C 39 30
12957	learned	" moral"	20 6D 6F 72 61 6C
12958	learned	"ımlı"	C4 B1 6D 6C C4 B1
12959	learned	" Lan"	20 4C 61 6E
12960	learned	"üzyon"	C3 BC 7A 79 6F 6E
12961	learned	"Sc"	53 63
12962	learned	"undayız"	75 6E 64 61 79 C4 B1 7A
12963	learned	"ânî"	C3 A2 6E C3 AE
12964	learned	"rev"	72 65 76
12965	learned	" düzelt"	20 64 C3 BC 7A 65 6C 74
12966	learned	"orma"	6F 72 6D 61
12967	learned	" ON"	20 4F 4E
12968	learned	"itor"	69 74 6F 72
12969	learned	"Mesaj"	4D 65 73 61 6A
12970	learned	" bitkisel"	20 62 69 74 6B 69 73 65 6C
12971	learned	"roğlu"	72 6F C4 9F 6C 75
12972	learned	"âne"	C3 A2 6E 65
12973	learned	" fl"	20 66 6C
12974	learned	"gon"	67 6F 6E
12975	learned	"duğumu"	64 75 C4 9F 75 6D 75
12976	learned	" ru"	20 72 75
12977	learned	" between"	20 62 65 74 77 65 65 6E
12978	learned	" vek"	20 76 65 6B
12979	learned	"ıd"	C4 B1 64
12980	learned	" devred"	20 64 65 76 72 65 64
12981	learned	" yörünge"	20 79 C3 B6 72 C3 BC 6E 67 65
12982	learned	" tırnak"	20 74 C4 B1 72 6E 61 6B
12983	learned	" belgesel"	20 62 65 6C 67 65 73 65 6C
12984	learned	" Villa"	20 56 69 6C 6C 61
12985	learned	"mayanlar"	6D 61 79 61 6E 6C 61 72
12986	learned	" etap"	20 65 74 61 70
12987	learned	"Fransa"	46 72 61 6E 73 61
12988	learned	"urti"	75 72 74 69
12989	learned	" ster"	20 73 74 65 72
12990	learned	" Ran"	20 52 61 6E
12991	learned	"yenlere"	79 65 6E 6C 65 72 65
12992	learned	" Putin"	20 50 75 74 69 6E
12993	learned	" zihniyet"	20 7A 69 68 6E 69 79 65 74
12994	learned	"Banka"	42 61 6E 6B 61
12995	learned	"lid"	6C 69 64
12996	learned	" Doc"	20 44 6F 63
12997	learned	" merhaba"	20 6D 65 72 68 61 62 61
12998	learned	"2001"	32 30 30 31
12999	learned	"oga"	6F 67 61
13000	learned	" konumlan"	20 6B 6F 6E 75 6D 6C 61 6E
13001	learned	" 720"	20 37 32 30
13002	learned	" DAH"	20 44 41 48
13003	learned	" Faz"	20 46 61 7A
13004	learned	".75"	2E 37 35
13005	learned	" William"	20 57 69 6C 6C 69 61 6D
13006	learned	" Eleman"	20 45 6C 65 6D 61 6E
13007	learned	"nağ"	6E 61 C4 9F
13008	learned	" favori"	20 66 61 76 6F 72 69
13009	learned	"gic"	67 69 63
13010	learned	"kom"	6B 6F 6D
13011	learned	" DER"	20 44 45 52
13012	learned	" Mümkün"	20 4D C3 BC 6D 6B C3 BC 6E
13013	learned	" Buluş"	20 42 75 6C 75 C5 9F
13014	learned	"baa"	62 61 61
13015	learned	" bilinen"	20 62 69 6C 69 6E 65 6E
13016	learned	"ldots"	6C 64 6F 74 73
13017	learned	"part"	70 61 72 74
13018	learned	" under"	20 75 6E 64 65 72
13019	learned	" Mary"	20 4D 61 72 79
13020	learned	" voltaj"	20 76 6F 6C 74 61 6A
13021	learned	"alın"	61 6C C4 B1 6E
13022	learned	"Kullanım"	4B 75 6C 6C 61 6E C4 B1 6D
13023	learned	"EME"	45 4D 45
13024	learned	" öğreti"	20 C3 B6 C4 9F 72 65 74 69
13025	learned	"Güney"	47 C3 BC 6E 65 79
13026	learned	" Zek"	20 5A 65 6B
13027	learned	"Hafta"	48 61 66 74 61
13028	learned	" dez"	20 64 65 7A
13029	learned	" Angel"	20 41 6E 67 65 6C
13030	learned	" fesh"	20 66 65 73 68
13031	learned	" bitim"	20 62 69 74 69 6D
13032	learned	" TARİH"	20 54 41 52 C4 B0 48
13033	learned	"Ur"	55 72
13034	learned	" Bayi"	20 42 61 79 69
13035	learned	" Yoğun"	20 59 6F C4 9F 75 6E
13036	learned	"üd"	C3 BC 64
13037	learned	"şar"	C5 9F 61 72
13038	learned	" ayrıl"	20 61 79 72 C4 B1 6C
13039	learned	" nadir"	20 6E 61 64 69 72
13040	learned	"Temel"	54 65 6D 65 6C
13041	learned	" Yalova"	20 59 61 6C 6F 76 61
13042	learned	"PC"	50 43
13043	learned	" havale"	20 68 61 76 61 6C 65
13044	learned	" Tavsiye"	20 54 61 76 73 69 79 65
13045	learned	"-in"	2D 69 6E
13046	learned	" kesiş"	20 6B 65 73 69 C5 9F
13047	learned	"Köy"	4B C3 B6 79
13048	learned	"alarca"	61 6C 61 72 63 61
13049	learned	"inizle"	69 6E 69 7A 6C 65
13050	learned	"idor"	69 64 6F 72
13051	learned	" ikramiye"	20 69 6B 72 61 6D 69 79 65
13052	learned	" Sup"	20 53 75 70
13053	learned	"edge"	65 64 67 65
13054	learned	" pasaport"	20 70 61 73 61 70 6F 72 74
13055	learned	"stance"	73 74 61 6E 63 65
13056	learned	" sendrom"	20 73 65 6E 64 72 6F 6D
13057	learned	"match"	6D 61 74 63 68
13058	learned	" İdari"	20 C4 B0 64 61 72 69
13059	learned	" depresyon"	20 64 65 70 72 65 73 79 6F 6E
13060	learned	"’nün"	E2 80 99 6E C3 BC 6E
13061	learned	"incil"	69 6E 63 69 6C
13062	learned	" vari"	20 76 61 72 69
13063	learned	"OKİ"	4F 4B C4 B0
13064	learned	"ibir"	69 62 69 72
13065	learned	"üzün"	C3 BC 7A C3 BC 6E
13066	learned	" diyalog"	20 64 69 79 61 6C 6F 67
13067	learned	" Mül"	20 4D C3 BC 6C
13068	learned	" propaganda"	20 70 72 6F 70 61 67 61 6E 64 61
13069	learned	" Sahip"	20 53 61 68 69 70
13070	learned	"hy"	68 79
13071	learned	" Michael"	20 4D 69 63 68 61 65 6C
13072	learned	" dede"	20 64 65 64 65
13073	learned	"                                        "	20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
13074	learned	"Seri"	53 65 72 69
13075	learned	"amazsınız"	61 6D 61 7A 73 C4 B1 6E C4 B1 7A
13076	learned	"RAM"	52 41 4D
13077	learned	" Müftü"	20 4D C3 BC 66 74 C3 BC
13078	learned	"Part"	50 61 72 74
13079	learned	"strüman"	73 74 72 C3 BC 6D 61 6E
13080	learned	" metab"	20 6D 65 74 61 62
13081	learned	" Duygu"	20 44 75 79 67 75
13082	learned	" gidi"	20 67 69 64 69
13083	learned	"ines"	69 6E 65 73
13084	learned	"ging"	67 69 6E 67
13085	learned	" Şimşek"	20 C5 9E 69 6D C5 9F 65 6B
13086	learned	"ÜLTÜR"	C3 9C 4C 54 C3 9C 52
13087	learned	"ado"	61 64 6F
13088	learned	" Sert"	20 53 65 72 74
13089	learned	"yacağınız"	79 61 63 61 C4 9F C4 B1 6E C4 B1 7A
13090	learned	" fren"	20 66 72 65 6E
13091	learned	"adüf"	61 64 C3 BC 66
13092	learned	" başlı"	20 62 61 C5 9F 6C C4 B1
13093	learned	"işisel"	69 C5 9F 69 73 65 6C
13094	learned	"larımın"	6C 61 72 C4 B1 6D C4 B1 6E
13095	learned	"Dosya"	44 6F 73 79 61
13096	learned	" tekstil"	20 74 65 6B 73 74 69 6C
13097	learned	" çıkış"	20 C3 A7 C4 B1 6B C4 B1 C5 9F
13098	learned	"-2016"	2D 32 30 31 36
13099	learned	" Abdul"	20 41 62 64 75 6C
13100	learned	" jener"	20 6A 65 6E 65 72
13101	learned	" dikey"	20 64 69 6B 65 79
13102	learned	"-2018"	2D 32 30 31 38
13103	learned	" Yüzde"	20 59 C3 BC 7A 64 65
13104	learned	"LAK"	4C 41 4B
13105	learned	" off"	20 6F 66 66
13106	learned	" Yılmaz"	20 59 C4 B1 6C 6D 61 7A
13107	learned	"'dır"	27 64 C4 B1 72
13108	learned	" Yerleş"	20 59 65 72 6C 65 C5 9F
13109	learned	"irdi"	69 72 64 69
13110	learned	" Sonrası"	20 53 6F 6E 72 61 73 C4 B1
13111	learned	"parr"	70 61 72 72
13112	learned	"Benzer"	42 65 6E 7A 65 72
13113	learned	"images"	69 6D 61 67 65 73
13114	learned	"BAK"	42 41 4B
13115	learned	"madıkları"	6D 61 64 C4 B1 6B 6C 61 72 C4 B1
13116	learned	"PD"	50 44
13117	learned	"Manisa"	4D 61 6E 69 73 61
13118	learned	" epey"	20 65 70 65 79
13119	learned	" Kül"	20 4B C3 BC 6C
13120	learned	" Cevab"	20 43 65 76 61 62
13121	learned	" Pla"	20 50 6C 61
13122	learned	" anımsa"	20 61 6E C4 B1 6D 73 61
13123	learned	" Trak"	20 54 72 61 6B
13124	learned	" Yönetmen"	20 59 C3 B6 6E 65 74 6D 65 6E
13125	learned	" YÜK"	20 59 C3 9C 4B
13126	learned	" nar"	20 6E 61 72
13127	learned	" Petrol"	20 50 65 74 72 6F 6C
13128	learned	"rary"	72 61 72 79
13129	learned	" Kaldır"	20 4B 61 6C 64 C4 B1 72
13130	learned	" Hazret"	20 48 61 7A 72 65 74
13131	learned	"Hat"	48 61 74
13132	learned	"ANA"	41 4E 41
13133	learned	"uuml"	75 75 6D 6C
13134	learned	" Kimi"	20 4B 69 6D 69
13135	learned	" Yetkili"	20 59 65 74 6B 69 6C 69
13136	learned	" astr"	20 61 73 74 72
13137	learned	"unuzda"	75 6E 75 7A 64 61
13138	learned	"mıştık"	6D C4 B1 C5 9F 74 C4 B1 6B
13139	learned	"========"	3D 3D 3D 3D 3D 3D 3D 3D
13140	learned	"örek"	C3 B6 72 65 6B
13141	learned	" Tekrar"	20 54 65 6B 72 61 72
13142	learned	" yağı"	20 79 61 C4 9F C4 B1
13143	learned	"lüğünden"	6C C3 BC C4 9F C3 BC 6E 64 65 6E
13144	learned	"andom"	61 6E 64 6F 6D
13145	learned	"head"	68 65 61 64
13146	learned	"tefik"	74 65 66 69 6B
13147	learned	" Ersoy"	20 45 72 73 6F 79
13148	learned	" Açıklama"	20 41 C3 A7 C4 B1 6B 6C 61 6D 61
13149	learned	" 1970"	20 31 39 37 30
13150	learned	" yaşantı"	20 79 61 C5 9F 61 6E 74 C4 B1
13151	learned	" 1989"	20 31 39 38 39
13152	learned	" Jack"	20 4A 61 63 6B
13153	learned	"GİL"	47 C4 B0 4C
13154	learned	" prensip"	20 70 72 65 6E 73 69 70
13155	learned	" Çorum"	20 C3 87 6F 72 75 6D
13156	learned	"ages"	61 67 65 73
13157	learned	" our"	20 6F 75 72
13158	learned	" Yüce"	20 59 C3 BC 63 65
13159	learned	" Show"	20 53 68 6F 77
13160	learned	"Sch"	53 63 68
13161	learned	"ovasyon"	6F 76 61 73 79 6F 6E
13162	learned	"image"	69 6D 61 67 65
13163	learned	" peri"	20 70 65 72 69
13164	learned	" Labor"	20 4C 61 62 6F 72
13165	learned	" Sos"	20 53 6F 73
13166	learned	"-21"	2D 32 31
13167	learned	"izza"	69 7A 7A 61
13168	learned	" Antik"	20 41 6E 74 69 6B
13169	learned	"125"	31 32 35
13170	learned	"lenim"	6C 65 6E 69 6D
13171	learned	" Planla"	20 50 6C 61 6E 6C 61
13172	learned	" Ebu"	20 45 62 75
13173	learned	"hr"	68 72
13174	learned	" duman"	20 64 75 6D 61 6E
13175	learned	" buçuk"	20 62 75 C3 A7 75 6B
13176	learned	"nmelidir"	6E 6D 65 6C 69 64 69 72
13177	learned	" Kilise"	20 4B 69 6C 69 73 65
13178	learned	"Online"	4F 6E 6C 69 6E 65
13179	learned	"ŋ"	C5 8B
13180	learned	" Beach"	20 42 65 61 63 68
13181	learned	"PER"	50 45 52
13182	learned	"Mis"	4D 69 73
13183	learned	"tv"	74 76
13184	learned	"Ge"	47 65
13185	learned	".21"	2E 32 31
13186	learned	"ync"	79 6E 63
13187	learned	"rec"	72 65 63
13188	learned	" Ziya"	20 5A 69 79 61
13189	learned	" Ertuğrul"	20 45 72 74 75 C4 9F 72 75 6C
13190	learned	" ilkokul"	20 69 6C 6B 6F 6B 75 6C
13191	learned	"urtiçi"	75 72 74 69 C3 A7 69
13192	learned	"250"	32 35 30
13193	learned	" Yür"	20 59 C3 BC 72
13194	learned	"DEKİ"	44 45 4B C4 B0
13195	learned	"Teknoloji"	54 65 6B 6E 6F 6C 6F 6A 69
13196	learned	" Iş"	20 49 C5 9F
13197	learned	",25"	2C 32 35
13198	learned	" harç"	20 68 61 72 C3 A7
13199	learned	" kıyasla"	20 6B C4 B1 79 61 73 6C 61
13200	learned	" Ir"	20 49 72
13201	learned	" Merhaba"	20 4D 65 72 68 61 62 61
13202	learned	"Mik"	4D 69 6B
13203	learned	" Lok"	20 4C 6F 6B
13204	learned	" klavye"	20 6B 6C 61 76 79 65
13205	learned	" rutin"	20 72 75 74 69 6E
13206	learned	" kopar"	20 6B 6F 70 61 72
13207	learned	"ayıp"	61 79 C4 B1 70
13208	learned	" apartman"	20 61 70 61 72 74 6D 61 6E
13209	learned	" hani"	20 68 61 6E 69
13210	learned	" Müş"	20 4D C3 BC C5 9F
13211	learned	" çete"	20 C3 A7 65 74 65
13212	learned	" Koc"	20 4B 6F 63
13213	learned	" ceviz"	20 63 65 76 69 7A
13214	learned	"sizdir"	73 69 7A 64 69 72
13215	learned	"cığ"	63 C4 B1 C4 9F
13216	learned	" parite"	20 70 61 72 69 74 65
13217	learned	" YAN"	20 59 41 4E
13218	learned	",10"	2C 31 30
13219	learned	"GIN"	47 49 4E
13220	learned	" şebeke"	20 C5 9F 65 62 65 6B 65
13221	learned	"ilmediği"	69 6C 6D 65 64 69 C4 9F 69
13222	learned	" fac"	20 66 61 63
13223	learned	" oruç"	20 6F 72 75 C3 A7
13224	learned	"я"	D1 8F
13225	learned	" İS"	20 C4 B0 53
13226	learned	" dizayn"	20 64 69 7A 61 79 6E
13227	learned	" BÜYÜK"	20 42 C3 9C 59 C3 9C 4B
13228	learned	"dimension"	64 69 6D 65 6E 73 69 6F 6E
13229	learned	"İTESİ"	C4 B0 54 45 53 C4 B0
13230	learned	" kef"	20 6B 65 66
13231	learned	"dirilmesi"	64 69 72 69 6C 6D 65 73 69
13232	learned	" sıradan"	20 73 C4 B1 72 61 64 61 6E
13233	learned	" İttifak"	20 C4 B0 74 74 69 66 61 6B
13234	learned	"genel"	67 65 6E 65 6C
13235	learned	"abıta"	61 62 C4 B1 74 61
13236	learned	"trat"	74 72 61 74
13237	learned	"vim"	76 69 6D
13238	learned	"gular"	67 75 6C 61 72
13239	learned	"ilât"	69 6C C3 A2 74
13240	learned	" paha"	20 70 61 68 61
13241	learned	" Lit"	20 4C 69 74
13242	learned	"TAŞ"	54 41 C5 9E
13243	learned	" dezavantaj"	20 64 65 7A 61 76 61 6E 74 61 6A
13244	learned	"pazarı"	70 61 7A 61 72 C4 B1
13245	learned	" temenni"	20 74 65 6D 65 6E 6E 69
13246	learned	" havalan"	20 68 61 76 61 6C 61 6E
13247	learned	" doküman"	20 64 6F 6B C3 BC 6D 61 6E
13248	learned	"aslan"	61 73 6C 61 6E
13249	learned	"NO"	4E 4F
13250	learned	"chain"	63 68 61 69 6E
13251	learned	"Rest"	52 65 73 74
13252	learned	"’dir"	E2 80 99 64 69 72
13253	learned	" HTML"	20 48 54 4D 4C
13254	learned	"Eskişehir"	45 73 6B 69 C5 9F 65 68 69 72
13255	learned	"ponse"	70 6F 6E 73 65
13256	learned	" teorem"	20 74 65 6F 72 65 6D
13257	learned	" iltih"	20 69 6C 74 69 68
13258	learned	"600"	36 30 30
13259	learned	"iliğinden"	69 6C 69 C4 9F 69 6E 64 65 6E
13260	learned	"ones"	6F 6E 65 73
13261	learned	" Erkan"	20 45 72 6B 61 6E
13262	learned	" esk"	20 65 73 6B
13263	learned	"dist"	64 69 73 74
13264	learned	"deres"	64 65 72 65 73
13265	learned	" tansiyon"	20 74 61 6E 73 69 79 6F 6E
13266	learned	"ccess"	63 63 65 73 73
13267	learned	"astır"	61 73 74 C4 B1 72
13268	learned	"TB"	54 42
13269	learned	" Coğraf"	20 43 6F C4 9F 72 61 66
13270	learned	" Sergi"	20 53 65 72 67 69
13271	learned	" hurda"	20 68 75 72 64 61
13272	learned	"mann"	6D 61 6E 6E
13273	learned	" zanlı"	20 7A 61 6E 6C C4 B1
13274	learned	" James"	20 4A 61 6D 65 73
13275	learned	" bakır"	20 62 61 6B C4 B1 72
13276	learned	"more"	6D 6F 72 65
13277	learned	"1000"	31 30 30 30
13278	learned	"hil"	68 69 6C
13279	learned	" literatür"	20 6C 69 74 65 72 61 74 C3 BC 72
13280	learned	"DIM"	44 49 4D
13281	learned	" Group"	20 47 72 6F 75 70
13282	learned	"ukla"	75 6B 6C 61
13283	learned	" SANAY"	20 53 41 4E 41 59
13284	learned	"                                          "	20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
13285	learned	"_eq"	5F 65 71
13286	learned	"turulur"	74 75 72 75 6C 75 72
13287	learned	"’ni"	E2 80 99 6E 69
13288	learned	"istiyan"	69 73 74 69 79 61 6E
13289	learned	" eff"	20 65 66 66
13290	learned	" karn"	20 6B 61 72 6E
13291	learned	" Demirel"	20 44 65 6D 69 72 65 6C
13292	learned	"ı'nı"	C4 B1 27 6E C4 B1
13293	learned	"lob"	6C 6F 62
13294	learned	" pantolon"	20 70 61 6E 74 6F 6C 6F 6E
13295	learned	"dk"	64 6B
13296	learned	" Coun"	20 43 6F 75 6E
13297	learned	" Evlilik"	20 45 76 6C 69 6C 69 6B
13298	learned	" umud"	20 75 6D 75 64
13299	learned	"KARA"	4B 41 52 41
13300	learned	" arı"	20 61 72 C4 B1
13301	learned	"diğer"	64 69 C4 9F 65 72
13302	learned	"ligat"	6C 69 67 61 74
13303	learned	"çocuk"	C3 A7 6F 63 75 6B
13304	learned	" Cer"	20 43 65 72
13305	learned	" Geniş"	20 47 65 6E 69 C5 9F
13306	learned	"aci"	61 63 69
13307	learned	"ıcılarına"	C4 B1 63 C4 B1 6C 61 72 C4 B1 6E 61
13308	learned	"under"	75 6E 64 65 72
13309	learned	"frak"	66 72 61 6B
13310	learned	" bakanlık"	20 62 61 6B 61 6E 6C C4 B1 6B
13311	learned	" Sahil"	20 53 61 68 69 6C
13312	learned	" derinlik"	20 64 65 72 69 6E 6C 69 6B
13313	learned	"Dis"	44 69 73
13314	learned	" dikkatli"	20 64 69 6B 6B 61 74 6C 69
13315	learned	" E-"	20 45 2D
13316	learned	" Tap"	20 54 61 70
13317	learned	" poker"	20 70 6F 6B 65 72
13318	learned	"Güneş"	47 C3 BC 6E 65 C5 9F
13319	learned	" Sir"	20 53 69 72
13320	learned	"VC"	56 43
13321	learned	"1996"	31 39 39 36
13322	learned	"elektr"	65 6C 65 6B 74 72
13323	learned	"nmaz"	6E 6D 61 7A
13324	learned	"ölç"	C3 B6 6C C3 A7
13325	learned	" Fayda"	20 46 61 79 64 61
13326	learned	" hazine"	20 68 61 7A 69 6E 65
13327	learned	"emph"	65 6D 70 68
13328	learned	"ilyon"	69 6C 79 6F 6E
13329	learned	"'üncü"	27 C3 BC 6E 63 C3 BC
13330	learned	"tant"	74 61 6E 74
13331	learned	"yâ"	79 C3 A2
13332	learned	"yeceği"	79 65 63 65 C4 9F 69
13333	learned	"işte"	69 C5 9F 74 65
13334	learned	"Öğretmen"	C3 96 C4 9F 72 65 74 6D 65 6E
13335	learned	" akciğer"	20 61 6B 63 69 C4 9F 65 72
13336	learned	"MER"	4D 45 52
13337	learned	" sepet"	20 73 65 70 65 74
13338	learned	"evet"	65 76 65 74
13339	learned	"down"	64 6F 77 6E
13340	learned	" Erken"	20 45 72 6B 65 6E
13341	learned	" bereket"	20 62 65 72 65 6B 65 74
13342	learned	" Dernek"	20 44 65 72 6E 65 6B
13343	learned	"MASINA"	4D 41 53 49 4E 41
13344	learned	" Arnavut"	20 41 72 6E 61 76 75 74
13345	learned	" ḫ"	20 E1 B8 AB
13346	learned	" Club"	20 43 6C 75 62
13347	learned	"üla"	C3 BC 6C 61
13348	learned	"Samsung"	53 61 6D 73 75 6E 67
13349	learned	" Besle"	20 42 65 73 6C 65
13350	learned	"Tarım"	54 61 72 C4 B1 6D
13351	learned	" Global"	20 47 6C 6F 62 61 6C
13352	learned	"düler"	64 C3 BC 6C 65 72
13353	learned	" koordinasyon"	20 6B 6F 6F 72 64 69 6E 61 73 79 6F 6E
13354	learned	"quare"	71 75 61 72 65
13355	learned	" Dağıtım"	20 44 61 C4 9F C4 B1 74 C4 B1 6D
13356	learned	" yüce"	20 79 C3 BC 63 65
13357	learned	" Takı"	20 54 61 6B C4 B1
13358	learned	" Yayınla"	20 59 61 79 C4 B1 6E 6C 61
13359	learned	"müştü"	6D C3 BC C5 9F 74 C3 BC
13360	learned	"jet"	6A 65 74
13361	learned	"range"	72 61 6E 67 65
13362	learned	"vivor"	76 69 76 6F 72
13363	learned	"CM"	43 4D
13364	learned	"Àr"	C3 80 72
13365	learned	" Heyet"	20 48 65 79 65 74
13366	learned	"Ocak"	4F 63 61 6B
13367	learned	" üzüm"	20 C3 BC 7A C3 BC 6D
13368	learned	"nabla"	6E 61 62 6C 61
13369	learned	" FA"	20 46 41
13370	learned	"\xE0\xB5"	E0 B5
13371	learned	"edd"	65 64 64
13372	learned	"HS"	48 53
13373	learned	"з"	D0 B7
13374	learned	"BER"	42 45 52
13375	learned	"OBİ"	4F 42 C4 B0
13376	learned	"Gez"	47 65 7A
13377	learned	" TİCARET"	20 54 C4 B0 43 41 52 45 54
13378	learned	"durarak"	64 75 72 61 72 61 6B
13379	learned	" Amir"	20 41 6D 69 72
13380	learned	" teşebbüs"	20 74 65 C5 9F 65 62 62 C3 BC 73
13381	learned	" hiz"	20 68 69 7A
13382	learned	"Ulu"	55 6C 75
13383	learned	"tarafından"	74 61 72 61 66 C4 B1 6E 64 61 6E
13384	learned	" kule"	20 6B 75 6C 65
13385	learned	"sto"	73 74 6F
13386	learned	"Şehir"	C5 9E 65 68 69 72
13387	learned	" koalisyon"	20 6B 6F 61 6C 69 73 79 6F 6E
13388	learned	"ICI"	49 43 49
13389	learned	"lе"	6C D0 B5
13390	learned	"mev"	6D 65 76
13391	learned	" Bırak"	20 42 C4 B1 72 61 6B
13392	learned	" ý"	20 C3 BD
13393	learned	" Sul"	20 53 75 6C
13394	learned	" DO"	20 44 4F
13395	learned	" Sanal"	20 53 61 6E 61 6C
13396	learned	" host"	20 68 6F 73 74
13397	learned	"Küt"	4B C3 BC 74
13398	learned	" Olimpiyat"	20 4F 6C 69 6D 70 69 79 61 74
13399	learned	"Çık"	C3 87 C4 B1 6B
13400	learned	" neyse"	20 6E 65 79 73 65
13401	learned	" koşu"	20 6B 6F C5 9F 75
13402	learned	"CB"	43 42
13403	learned	"witch"	77 69 74 63 68
13404	learned	" Divan"	20 44 69 76 61 6E
13405	learned	"İYAS"	C4 B0 59 41 53
13406	learned	" BAKAN"	20 42 41 4B 41 4E
13407	learned	"ilere"	69 6C 65 72 65
13408	learned	" Portekiz"	20 50 6F 72 74 65 6B 69 7A
13409	learned	"ello"	65 6C 6C 6F
13410	learned	" korkunç"	20 6B 6F 72 6B 75 6E C3 A7
13411	learned	"ilün"	69 6C C3 BC 6E
13412	learned	"Mac"	4D 61 63
13413	learned	"verengi"	76 65 72 65 6E 67 69
13414	learned	" Akif"	20 41 6B 69 66
13415	learned	"oksit"	6F 6B 73 69 74
13416	learned	"Kahraman"	4B 61 68 72 61 6D 61 6E
13417	learned	" meşgul"	20 6D 65 C5 9F 67 75 6C
