# NedoTokenizer 20 GB candidate vocabulary
# NDSRF004 / RootSuffixByteBpe / max_token_bytes=48 / min_frequency=100
# columns: id	type	text	hex
4021	learned	" kriz"	20 6B 72 69 7A
4022	learned	" 01"	20 30 31
4023	learned	"ecan"	65 63 61 6E
4024	learned	"tıkları"	74 C4 B1 6B 6C 61 72 C4 B1
4025	learned	"ign"	69 67 6E
4026	learned	"AF"	41 46
4027	learned	"ÜM"	C3 9C 4D
4028	learned	"üyoruz"	C3 BC 79 6F 72 75 7A
4029	learned	"alpha"	61 6C 70 68 61
4030	learned	"lass"	6C 61 73 73
4031	learned	" Sonuç"	20 53 6F 6E 75 C3 A7
4032	learned	"inema"	69 6E 65 6D 61
4033	learned	" çat"	20 C3 A7 61 74
4034	learned	" belki"	20 62 65 6C 6B 69
4035	learned	" yavaş"	20 79 61 76 61 C5 9F
4036	learned	"iciler"	69 63 69 6C 65 72
4037	learned	" iptal"	20 69 70 74 61 6C
4038	learned	" mutlaka"	20 6D 75 74 6C 61 6B 61
4039	learned	"_c"	5F 63
4040	learned	"larımızı"	6C 61 72 C4 B1 6D C4 B1 7A C4 B1
4041	learned	" https"	20 68 74 74 70 73
4042	learned	"iyorsanız"	69 79 6F 72 73 61 6E C4 B1 7A
4043	learned	" doğum"	20 64 6F C4 9F 75 6D
4044	learned	" düzel"	20 64 C3 BC 7A 65 6C
4045	learned	" hac"	20 68 61 63
4046	learned	" Gazi"	20 47 61 7A 69
4047	learned	" kork"	20 6B 6F 72 6B
4048	learned	"ebileceğ"	65 62 69 6C 65 63 65 C4 9F
4049	learned	"alar"	61 6C 61 72
4050	learned	" Alan"	20 41 6C 61 6E
4051	learned	"The"	54 68 65
4052	learned	" ba"	20 62 61
4053	learned	" daire"	20 64 61 69 72 65
4054	learned	" 500"	20 35 30 30
4055	learned	"melidir"	6D 65 6C 69 64 69 72
4056	learned	" varlığ"	20 76 61 72 6C C4 B1 C4 9F
4057	learned	"›"	E2 80 BA
4058	learned	" bedel"	20 62 65 64 65 6C
4059	learned	"nmiştir"	6E 6D 69 C5 9F 74 69 72
4060	learned	" aylık"	20 61 79 6C C4 B1 6B
4061	learned	" serbest"	20 73 65 72 62 65 73 74
4062	learned	"Con"	43 6F 6E
4063	learned	"acebook"	61 63 65 62 6F 6F 6B
4064	learned	" taleb"	20 74 61 6C 65 62
4065	learned	" kanıt"	20 6B 61 6E C4 B1 74
4066	learned	" mahalle"	20 6D 61 68 61 6C 6C 65
4067	learned	"eceği"	65 63 65 C4 9F 69
4068	learned	"düz"	64 C3 BC 7A
4069	learned	"Tİ"	54 C4 B0
4070	learned	"ılmasına"	C4 B1 6C 6D 61 73 C4 B1 6E 61
4071	learned	"yat"	79 61 74
4072	learned	",9"	2C 39
4073	learned	"ben"	62 65 6E
4074	learned	" lüt"	20 6C C3 BC 74
4075	learned	"üldü"	C3 BC 6C 64 C3 BC
4076	learned	" ob"	20 6F 62
4077	learned	"elek"	65 6C 65 6B
4078	learned	"ivil"	69 76 69 6C
4079	learned	"düm"	64 C3 BC 6D
4080	learned	"lığa"	6C C4 B1 C4 9F 61
4081	learned	" 45"	20 34 35
4082	learned	"eter"	65 74 65 72
4083	learned	"roid"	72 6F 69 64
4084	learned	" başlık"	20 62 61 C5 9F 6C C4 B1 6B
4085	learned	" day"	20 64 61 79
4086	learned	" makale"	20 6D 61 6B 61 6C 65
4087	learned	" val"	20 76 61 6C
4088	learned	"68"	36 38
4089	learned	"iyorsunuz"	69 79 6F 72 73 75 6E 75 7A
4090	learned	"rübe"	72 C3 BC 62 65
4091	learned	"lendirme"	6C 65 6E 64 69 72 6D 65
4092	learned	"Tüm"	54 C3 BC 6D
4093	learned	" Escort"	20 45 73 63 6F 72 74
4094	learned	"yim"	79 69 6D
4095	learned	" anlaşma"	20 61 6E 6C 61 C5 9F 6D 61
4096	learned	"Haber"	48 61 62 65 72
4097	learned	"lardaki"	6C 61 72 64 61 6B 69
4098	learned	" _"	20 5F
4099	learned	" demok"	20 64 65 6D 6F 6B
4100	learned	" yarala"	20 79 61 72 61 6C 61
4101	learned	"RO"	52 4F
4102	learned	"ript"	72 69 70 74
4103	learned	" Az"	20 41 7A
4104	learned	"unucu"	75 6E 75 63 75
4105	learned	" HD"	20 48 44
4106	learned	" Sar"	20 53 61 72
4107	learned	" Kul"	20 4B 75 6C
4108	learned	"ükle"	C3 BC 6B 6C 65
4109	learned	"obüs"	6F 62 C3 BC 73
4110	learned	" sek"	20 73 65 6B
4111	learned	"akar"	61 6B 61 72
4112	learned	" nesne"	20 6E 65 73 6E 65
4113	learned	"fat"	66 61 74
4114	learned	" hastalığ"	20 68 61 73 74 61 6C C4 B1 C4 9F
4115	learned	" dün"	20 64 C3 BC 6E
4116	learned	"ırım"	C4 B1 72 C4 B1 6D
4117	learned	"top"	74 6F 70
4118	learned	" kenar"	20 6B 65 6E 61 72
4119	learned	"jen"	6A 65 6E
4120	learned	"witter"	77 69 74 74 65 72
4121	learned	"cık"	63 C4 B1 6B
4122	learned	" sağlığ"	20 73 61 C4 9F 6C C4 B1 C4 9F
4123	learned	" TV"	20 54 56
4124	learned	"fendi"	66 65 6E 64 69
4125	learned	" varsay"	20 76 61 72 73 61 79
4126	learned	"mut"	6D 75 74
4127	learned	"önder"	C3 B6 6E 64 65 72
4128	learned	"süz"	73 C3 BC 7A
4129	learned	" temsilci"	20 74 65 6D 73 69 6C 63 69
4130	learned	"anların"	61 6E 6C 61 72 C4 B1 6E
4131	learned	"afir"	61 66 69 72
4132	learned	" Ber"	20 42 65 72
4133	learned	"maktır"	6D 61 6B 74 C4 B1 72
4134	learned	"Dİ"	44 C4 B0
4135	learned	" bol"	20 62 6F 6C
4136	learned	"maların"	6D 61 6C 61 72 C4 B1 6E
4137	learned	" Derneğ"	20 44 65 72 6E 65 C4 9F
4138	learned	"atistik"	61 74 69 73 74 69 6B
4139	learned	" kurtul"	20 6B 75 72 74 75 6C
4140	learned	"anser"	61 6E 73 65 72
4141	learned	" 2008"	20 32 30 30 38
4142	learned	"jans"	6A 61 6E 73
4143	learned	"ultan"	75 6C 74 61 6E
4144	learned	" online"	20 6F 6E 6C 69 6E 65
4145	learned	" gay"	20 67 61 79
4146	learned	"sey"	73 65 79
4147	learned	" ayrıntı"	20 61 79 72 C4 B1 6E 74 C4 B1
4148	learned	" uğr"	20 75 C4 9F 72
4149	learned	"malarına"	6D 61 6C 61 72 C4 B1 6E 61
4150	learned	" 08"	20 30 38
4151	learned	" mis"	20 6D 69 73
4152	learned	" Vak"	20 56 61 6B
4153	learned	" Kah"	20 4B 61 68
4154	learned	" bitir"	20 62 69 74 69 72
4155	learned	"-3"	2D 33
4156	learned	"udi"	75 64 69
4157	learned	"macı"	6D 61 63 C4 B1
4158	learned	"KAN"	4B 41 4E
4159	learned	"\x20\xD8"	20 D8
4160	learned	"ival"	69 76 61 6C
4161	learned	"tuk"	74 75 6B
4162	learned	" diş"	20 64 69 C5 9F
4163	learned	"çiler"	C3 A7 69 6C 65 72
4164	learned	" Savaş"	20 53 61 76 61 C5 9F
4165	learned	"ayıf"	61 79 C4 B1 66
4166	learned	"ülebilir"	C3 BC 6C 65 62 69 6C 69 72
4167	learned	"Av"	41 76
4168	learned	"'u"	27 75
4169	learned	" dağ"	20 64 61 C4 9F
4170	learned	"Hay"	48 61 79
4171	learned	" alışveriş"	20 61 6C C4 B1 C5 9F 76 65 72 69 C5 9F
4172	learned	" Dav"	20 44 61 76
4173	learned	" karşılaştır"	20 6B 61 72 C5 9F C4 B1 6C 61 C5 9F 74 C4 B1 72
4174	learned	" anahtar"	20 61 6E 61 68 74 61 72
4175	learned	" sert"	20 73 65 72 74
4176	learned	" tara"	20 74 61 72 61
4177	learned	"asite"	61 73 69 74 65
4178	learned	"debiyat"	64 65 62 69 79 61 74
4179	learned	" seyahat"	20 73 65 79 61 68 61 74
4180	learned	"onomi"	6F 6E 6F 6D 69
4181	learned	"steri"	73 74 65 72 69
4182	learned	"ÜRK"	C3 9C 52 4B
4183	learned	"lığını"	6C C4 B1 C4 9F C4 B1 6E C4 B1
4184	learned	" davet"	20 64 61 76 65 74
4185	learned	" kategori"	20 6B 61 74 65 67 6F 72 69
4186	learned	"sızlık"	73 C4 B1 7A 6C C4 B1 6B
4187	learned	" Değer"	20 44 65 C4 9F 65 72
4188	learned	"own"	6F 77 6E
4189	learned	" kişisel"	20 6B 69 C5 9F 69 73 65 6C
4190	learned	" ağrı"	20 61 C4 9F 72 C4 B1
4191	learned	"bal"	62 61 6C
4192	learned	" oğl"	20 6F C4 9F 6C
4193	learned	" altı"	20 61 6C 74 C4 B1
4194	learned	" duvar"	20 64 75 76 61 72
4195	learned	" Öl"	20 C3 96 6C
4196	learned	" siyaset"	20 73 69 79 61 73 65 74
4197	learned	" Google"	20 47 6F 6F 67 6C 65
4198	learned	"ınar"	C4 B1 6E 61 72
4199	learned	"sizlik"	73 69 7A 6C 69 6B
4200	learned	"eder"	65 64 65 72
4201	learned	" iktidar"	20 69 6B 74 69 64 61 72
4202	learned	"Kay"	4B 61 79
4203	learned	" lütfen"	20 6C C3 BC 74 66 65 6E
4204	learned	" cam"	20 63 61 6D
4205	learned	"ıb"	C4 B1 62
4206	learned	"ukat"	75 6B 61 74
4207	learned	" 90"	20 39 30
4208	learned	"Dünya"	44 C3 BC 6E 79 61
4209	learned	" belirti"	20 62 65 6C 69 72 74 69
4210	learned	" gelişim"	20 67 65 6C 69 C5 9F 69 6D
4211	learned	" yetki"	20 79 65 74 6B 69
4212	learned	"duğum"	64 75 C4 9F 75 6D
4213	learned	" ton"	20 74 6F 6E
4214	learned	"ump"	75 6D 70
4215	learned	"ternatif"	74 65 72 6E 61 74 69 66
4216	learned	" uğra"	20 75 C4 9F 72 61
4217	learned	"kırı"	6B C4 B1 72 C4 B1
4218	learned	" Samsun"	20 53 61 6D 73 75 6E
4219	learned	" kara"	20 6B 61 72 61
4220	learned	"rasi"	72 61 73 69
4221	learned	"rop"	72 6F 70
4222	learned	".05"	2E 30 35
4223	learned	" çağrı"	20 C3 A7 61 C4 9F 72 C4 B1
4224	learned	"dıklarını"	64 C4 B1 6B 6C 61 72 C4 B1 6E C4 B1
4225	learned	"seri"	73 65 72 69
4226	learned	"miyorum"	6D 69 79 6F 72 75 6D
4227	learned	" ide"	20 69 64 65
4228	learned	" Am"	20 41 6D
4229	learned	" zorun"	20 7A 6F 72 75 6E
4230	learned	" Çık"	20 C3 87 C4 B1 6B
4231	learned	" devre"	20 64 65 76 72 65
4232	learned	"lot"	6C 6F 74
4233	learned	" pot"	20 70 6F 74
4234	learned	"lığın"	6C C4 B1 C4 9F C4 B1 6E
4235	learned	"imar"	69 6D 61 72
4236	learned	" Sah"	20 53 61 68
4237	learned	" ayarla"	20 61 79 61 72 6C 61
4238	learned	"asayfa"	61 73 61 79 66 61
4239	learned	" darbe"	20 64 61 72 62 65
4240	learned	" husus"	20 68 75 73 75 73
4241	learned	" düşür"	20 64 C3 BC C5 9F C3 BC 72
4242	learned	"cud"	63 75 64
4243	learned	"ecik"	65 63 69 6B
4244	learned	" otomobil"	20 6F 74 6F 6D 6F 62 69 6C
4245	learned	"duğunda"	64 75 C4 9F 75 6E 64 61
4246	learned	" istek"	20 69 73 74 65 6B
4247	learned	"ÖR"	C3 96 52
4248	learned	" fi"	20 66 69
4249	learned	"EB"	45 42
4250	learned	" meslek"	20 6D 65 73 6C 65 6B
4251	learned	"amik"	61 6D 69 6B
4252	learned	"mur"	6D 75 72
4253	learned	" mezun"	20 6D 65 7A 75 6E
4254	learned	"the"	74 68 65
4255	learned	" nitelik"	20 6E 69 74 65 6C 69 6B
4256	learned	" itir"	20 69 74 69 72
4257	learned	" teb"	20 74 65 62
4258	learned	" are"	20 61 72 65
4259	learned	" metre"	20 6D 65 74 72 65
4260	learned	" Le"	20 4C 65
4261	learned	"dırım"	64 C4 B1 72 C4 B1 6D
4262	learned	" ima"	20 69 6D 61
4263	learned	" Hava"	20 48 61 76 61
4264	learned	"zi"	7A 69
4265	learned	" Cuma"	20 43 75 6D 61
4266	learned	" eg"	20 65 67
4267	learned	"liğin"	6C 69 C4 9F 69 6E
4268	learned	"afta"	61 66 74 61
4269	learned	"encere"	65 6E 63 65 72 65
4270	learned	" 80"	20 38 30
4271	learned	"abilmek"	61 62 69 6C 6D 65 6B
4272	learned	"mamış"	6D 61 6D C4 B1 C5 9F
4273	learned	"ulur"	75 6C 75 72
4274	learned	" Model"	20 4D 6F 64 65 6C
4275	learned	"’ya"	E2 80 99 79 61
4276	learned	"87"	38 37
4277	learned	"kur"	6B 75 72
4278	learned	"asino"	61 73 69 6E 6F
4279	learned	" kesim"	20 6B 65 73 69 6D
4280	learned	"equation"	65 71 75 61 74 69 6F 6E
4281	learned	"ılış"	C4 B1 6C C4 B1 C5 9F
4282	learned	" gözlem"	20 67 C3 B6 7A 6C 65 6D
4283	learned	" dep"	20 64 65 70
4284	learned	"indows"	69 6E 64 6F 77 73
4285	learned	"IS"	49 53
4286	learned	" Erkek"	20 45 72 6B 65 6B
4287	learned	" enf"	20 65 6E 66
4288	learned	"s_"	73 5F
4289	learned	"urk"	75 72 6B
4290	learned	"\xF0\x9D\x91"	F0 9D 91
4291	learned	" hafif"	20 68 61 66 69 66
4292	learned	" soruştur"	20 73 6F 72 75 C5 9F 74 75 72
4293	learned	"luluğ"	6C 75 6C 75 C4 9F
4294	learned	" Tam"	20 54 61 6D
4295	learned	"gle"	67 6C 65
4296	learned	"42"	34 32
4297	learned	" sigorta"	20 73 69 67 6F 72 74 61
4298	learned	" ısı"	20 C4 B1 73 C4 B1
4299	learned	" aktif"	20 61 6B 74 69 66
4300	learned	"ilmesini"	69 6C 6D 65 73 69 6E 69
4301	learned	"üstü"	C3 BC 73 74 C3 BC
4302	learned	" temizle"	20 74 65 6D 69 7A 6C 65
4303	learned	" olumlu"	20 6F 6C 75 6D 6C 75
4304	learned	"ition"	69 74 69 6F 6E
4305	learned	"IB"	49 42
4306	learned	" Hukuk"	20 48 75 6B 75 6B
4307	learned	" Anadol"	20 41 6E 61 64 6F 6C
4308	learned	" psik"	20 70 73 69 6B
4309	learned	" Be"	20 42 65
4310	learned	" Detay"	20 44 65 74 61 79
4311	learned	" klas"	20 6B 6C 61 73
4312	learned	" döv"	20 64 C3 B6 76
4313	learned	"UK"	55 4B
4314	learned	" Konu"	20 4B 6F 6E 75
4315	learned	" etik"	20 65 74 69 6B
4316	learned	" geleceğ"	20 67 65 6C 65 63 65 C4 9F
4317	learned	"rağ"	72 61 C4 9F
4318	learned	"kal"	6B 61 6C
4319	learned	" Ham"	20 48 61 6D
4320	learned	" denge"	20 64 65 6E 67 65
4321	learned	"ılmasını"	C4 B1 6C 6D 61 73 C4 B1 6E C4 B1
4322	learned	"liş"	6C 69 C5 9F
4323	learned	" şiir"	20 C5 9F 69 69 72
4324	learned	" pozisyon"	20 70 6F 7A 69 73 79 6F 6E
4325	learned	" Mev"	20 4D 65 76
4326	learned	"haba"	68 61 62 61
4327	learned	" bebek"	20 62 65 62 65 6B
4328	learned	"malarda"	6D 61 6C 61 72 64 61
4329	learned	" sahne"	20 73 61 68 6E 65
4330	learned	"_2"	5F 32
4331	learned	" ilke"	20 69 6C 6B 65
4332	learned	"akkabı"	61 6B 6B 61 62 C4 B1
4333	learned	"io"	69 6F
4334	learned	" Alt"	20 41 6C 74
4335	learned	" Bursa"	20 42 75 72 73 61
4336	learned	"til"	74 69 6C
4337	learned	" Yet"	20 59 65 74
4338	learned	"ick"	69 63 6B
4339	learned	"sit"	73 69 74
4340	learned	" doğrultu"	20 64 6F C4 9F 72 75 6C 74 75
4341	learned	"icari"	69 63 61 72 69
4342	learned	"ılıç"	C4 B1 6C C4 B1 C3 A7
4343	learned	"Kur"	4B 75 72
4344	learned	"ÖN"	C3 96 4E
4345	learned	" huzur"	20 68 75 7A 75 72
4346	learned	"                  "	20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
4347	learned	"js"	6A 73
4348	learned	" New"	20 4E 65 77
4349	learned	"41"	34 31
4350	learned	"rıs"	72 C4 B1 73
4351	learned	" rakam"	20 72 61 6B 61 6D
4352	learned	"ÜL"	C3 9C 4C
4353	learned	" Şah"	20 C5 9E 61 68
4354	learned	" gemi"	20 67 65 6D 69
4355	learned	"'ün"	27 C3 BC 6E
4356	learned	"port"	70 6F 72 74
4357	learned	"ham"	68 61 6D
4358	learned	" ilgilen"	20 69 6C 67 69 6C 65 6E
4359	learned	" Hotel"	20 48 6F 74 65 6C
4360	learned	"IT"	49 54
4361	learned	"43"	34 33
4362	learned	"ımızı"	C4 B1 6D C4 B1 7A C4 B1
4363	learned	" ışık"	20 C4 B1 C5 9F C4 B1 6B
4364	learned	"nik"	6E 69 6B
4365	learned	" yüzey"	20 79 C3 BC 7A 65 79
4366	learned	" Şirket"	20 C5 9E 69 72 6B 65 74
4367	learned	"age"	61 67 65
4368	learned	"İz"	C4 B0 7A
4369	learned	"lerimize"	6C 65 72 69 6D 69 7A 65
4370	learned	" Sır"	20 53 C4 B1 72
4371	learned	"imle"	69 6D 6C 65
4372	learned	"yüz"	79 C3 BC 7A
4373	learned	"acağım"	61 63 61 C4 9F C4 B1 6D
4374	learned	" denetim"	20 64 65 6E 65 74 69 6D
4375	learned	" opsiyon"	20 6F 70 73 69 79 6F 6E
4376	learned	" q"	20 71
4377	learned	"yer"	79 65 72
4378	learned	".2017"	2E 32 30 31 37
4379	learned	" gerekçe"	20 67 65 72 65 6B C3 A7 65
4380	learned	"isa"	69 73 61
4381	learned	"\x20\xC4"	20 C4
4382	learned	" Yönet"	20 59 C3 B6 6E 65 74
4383	learned	".200"	2E 32 30 30
4384	learned	"üküm"	C3 BC 6B C3 BC 6D
4385	learned	"şey"	C5 9F 65 79
4386	learned	" Ceza"	20 43 65 7A 61
4387	learned	" gizli"	20 67 69 7A 6C 69
4388	learned	"deyse"	64 65 79 73 65
4389	learned	"else"	65 6C 73 65
4390	learned	"eyin"	65 79 69 6E
4391	learned	"ımızın"	C4 B1 6D C4 B1 7A C4 B1 6E
4392	learned	"demi"	64 65 6D 69
4393	learned	"о"	D0 BE
4394	learned	" bl"	20 62 6C
4395	learned	" böylece"	20 62 C3 B6 79 6C 65 63 65
4396	learned	" çaba"	20 C3 A7 61 62 61
4397	learned	" hayır"	20 68 61 79 C4 B1 72
4398	learned	"alim"	61 6C 69 6D
4399	learned	" Üst"	20 C3 9C 73 74
4400	learned	"yapı"	79 61 70 C4 B1
4401	learned	" Sın"	20 53 C4 B1 6E
4402	learned	"ıldığını"	C4 B1 6C 64 C4 B1 C4 9F C4 B1 6E C4 B1
4403	learned	"eriz"	65 72 69 7A
4404	learned	"deks"	64 65 6B 73
4405	learned	"CE"	43 45
4406	learned	" Bazı"	20 42 61 7A C4 B1
4407	learned	"l-"	6C 2D
4408	learned	"imizde"	69 6D 69 7A 64 65
4409	learned	"TL"	54 4C
4410	learned	"Ne"	4E 65
4411	learned	" Kitap"	20 4B 69 74 61 70
4412	learned	" hoca"	20 68 6F 63 61
4413	learned	" Teknoloji"	20 54 65 6B 6E 6F 6C 6F 6A 69
4414	learned	"olog"	6F 6C 6F 67
4415	learned	" Sadece"	20 53 61 64 65 63 65
4416	learned	"put"	70 75 74
4417	learned	"İlk"	C4 B0 6C 6B
4418	learned	" kutu"	20 6B 75 74 75
4419	learned	" salon"	20 73 61 6C 6F 6E
4420	learned	"’nun"	E2 80 99 6E 75 6E
4421	learned	"liğe"	6C 69 C4 9F 65
4422	learned	" dene"	20 64 65 6E 65
4423	learned	" Doğu"	20 44 6F C4 9F 75
4424	learned	" hikaye"	20 68 69 6B 61 79 65
4425	learned	" Koca"	20 4B 6F 63 61
4426	learned	" Bayram"	20 42 61 79 72 61 6D
4427	learned	" Web"	20 57 65 62
4428	learned	"ınızda"	C4 B1 6E C4 B1 7A 64 61
4429	learned	" profesyonel"	20 70 72 6F 66 65 73 79 6F 6E 65 6C
4430	learned	" heyecan"	20 68 65 79 65 63 61 6E
4431	learned	" sevgi"	20 73 65 76 67 69
4432	learned	"İYE"	C4 B0 59 45
4433	learned	" Hayat"	20 48 61 79 61 74
4434	learned	" paylaşım"	20 70 61 79 6C 61 C5 9F C4 B1 6D
4435	learned	"ject"	6A 65 63 74
4436	learned	" kaybed"	20 6B 61 79 62 65 64
4437	learned	" Di"	20 44 69
4438	learned	"oo"	6F 6F
4439	learned	"ât"	C3 A2 74
4440	learned	" bileş"	20 62 69 6C 65 C5 9F
4441	learned	"gele"	67 65 6C 65
4442	learned	" kem"	20 6B 65 6D
4443	learned	" Öğrenci"	20 C3 96 C4 9F 72 65 6E 63 69
4444	learned	"ever"	65 76 65 72
4445	learned	" sıfır"	20 73 C4 B1 66 C4 B1 72
4446	learned	" önlem"	20 C3 B6 6E 6C 65 6D
4447	learned	" diren"	20 64 69 72 65 6E
4448	learned	"alse"	61 6C 73 65
4449	learned	" eleman"	20 65 6C 65 6D 61 6E
4450	learned	"stit"	73 74 69 74
4451	learned	"é"	C3 A9
4452	learned	"iyatro"	69 79 61 74 72 6F
4453	learned	" tecrübe"	20 74 65 63 72 C3 BC 62 65
4454	learned	" 70"	20 37 30
4455	learned	" Park"	20 50 61 72 6B
4456	learned	"iste"	69 73 74 65
4457	learned	" dönüşüm"	20 64 C3 B6 6E C3 BC C5 9F C3 BC 6D
4458	learned	"sigma"	73 69 67 6D 61
4459	learned	"cc"	63 63
4460	learned	"ood"	6F 6F 64
4461	learned	" Müslüman"	20 4D C3 BC 73 6C C3 BC 6D 61 6E
4462	learned	" Siy"	20 53 69 79
4463	learned	" sanayi"	20 73 61 6E 61 79 69
4464	learned	" güvenliğ"	20 67 C3 BC 76 65 6E 6C 69 C4 9F
4465	learned	"76"	37 36
4466	learned	"ıtım"	C4 B1 74 C4 B1 6D
4467	learned	"ug"	75 67
4468	learned	"ID"	49 44
4469	learned	"eygam"	65 79 67 61 6D
4470	learned	" from"	20 66 72 6F 6D
4471	learned	" erken"	20 65 72 6B 65 6E
4472	learned	"elta"	65 6C 74 61
4473	learned	"uman"	75 6D 61 6E
4474	learned	"                 "	20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20
4475	learned	" ucuz"	20 75 63 75 7A
4476	learned	" aracılığıyla"	20 61 72 61 63 C4 B1 6C C4 B1 C4 9F C4 B1 79 6C 61
4477	learned	"çuk"	C3 A7 75 6B
4478	learned	"udur"	75 64 75 72
4479	learned	" 2022"	20 32 30 32 32
4480	learned	" Trabzon"	20 54 72 61 62 7A 6F 6E
4481	learned	" Tah"	20 54 61 68
4482	learned	"eygamber"	65 79 67 61 6D 62 65 72
4483	learned	" gıda"	20 67 C4 B1 64 61
4484	learned	" bakan"	20 62 61 6B 61 6E
4485	learned	"tek"	74 65 6B
4486	learned	"Özel"	C3 96 7A 65 6C
4487	learned	" İran"	20 C4 B0 72 61 6E
4488	learned	"tırma"	74 C4 B1 72 6D 61
4489	learned	" Mahkeme"	20 4D 61 68 6B 65 6D 65
4490	learned	"kent"	6B 65 6E 74
4491	learned	"SK"	53 4B
4492	learned	"üyle"	C3 BC 79 6C 65
4493	learned	" Sin"	20 53 69 6E
4494	learned	" Gür"	20 47 C3 BC 72
4495	learned	" şikayet"	20 C5 9F 69 6B 61 79 65 74
4496	learned	"aph"	61 70 68
4497	learned	" konut"	20 6B 6F 6E 75 74
4498	learned	" Çar"	20 C3 87 61 72
4499	learned	" Sil"	20 53 69 6C
4500	learned	" dağıt"	20 64 61 C4 9F C4 B1 74
4501	learned	"İs"	C4 B0 73
4502	learned	" Soru"	20 53 6F 72 75
4503	learned	" tarım"	20 74 61 72 C4 B1 6D
4504	learned	"land"	6C 61 6E 64
4505	learned	" BİR"	20 42 C4 B0 52
4506	learned	"ary"	61 72 79
4507	learned	" bet"	20 62 65 74
4508	learned	" hisset"	20 68 69 73 73 65 74
4509	learned	" güneş"	20 67 C3 BC 6E 65 C5 9F
4510	learned	"so"	73 6F
4511	learned	"ımıza"	C4 B1 6D C4 B1 7A 61
4512	learned	"ongrightarrow"	6F 6E 67 72 69 67 68 74 61 72 72 6F 77
4513	learned	"allah"	61 6C 6C 61 68
4514	learned	" Mat"	20 4D 61 74
4515	learned	"masıyla"	6D 61 73 C4 B1 79 6C 61
4516	learned	"-5"	2D 35
4517	learned	" 05"	20 30 35
4518	learned	"MM"	4D 4D
4519	learned	"rit"	72 69 74
4520	learned	" tedbir"	20 74 65 64 62 69 72
4521	learned	" tez"	20 74 65 7A
4522	learned	" harika"	20 68 61 72 69 6B 61
4523	learned	"’nde"	E2 80 99 6E 64 65
4524	learned	"«"	C2 AB
4525	learned	"ilmesine"	69 6C 6D 65 73 69 6E 65
4526	learned	" yönlen"	20 79 C3 B6 6E 6C 65 6E
4527	learned	"yım"	79 C4 B1 6D
4528	learned	"İH"	C4 B0 48
4529	learned	" eriş"	20 65 72 69 C5 9F
4530	learned	"ısır"	C4 B1 73 C4 B1 72
4531	learned	" Sohbet"	20 53 6F 68 62 65 74
4532	learned	"vik"	76 69 6B
4533	learned	"meyin"	6D 65 79 69 6E
4534	learned	" cen"	20 63 65 6E
4535	learned	"ıldığında"	C4 B1 6C 64 C4 B1 C4 9F C4 B1 6E 64 61
4536	learned	" fil"	20 66 69 6C
4537	learned	"turmak"	74 75 72 6D 61 6B
4538	learned	"ḳ"	E1 B8 B3
4539	learned	" soy"	20 73 6F 79
4540	learned	"LAN"	4C 41 4E
4541	learned	" Bin"	20 42 69 6E
4542	learned	"sem"	73 65 6D
4543	learned	" meş"	20 6D 65 C5 9F
4544	learned	"TC"	54 43
4545	learned	"amin"	61 6D 69 6E
4546	learned	" Ülke"	20 C3 9C 6C 6B 65
4547	learned	" bonus"	20 62 6F 6E 75 73
4548	learned	" kapalı"	20 6B 61 70 61 6C C4 B1
4549	learned	"Tar"	54 61 72
4550	learned	" sırala"	20 73 C4 B1 72 61 6C 61
4551	learned	" Ulu"	20 55 6C 75
4552	learned	"ysa"	79 73 61
4553	learned	" sürüm"	20 73 C3 BC 72 C3 BC 6D
4554	learned	"evk"	65 76 6B
4555	learned	" müdür"	20 6D C3 BC 64 C3 BC 72
4556	learned	"prü"	70 72 C3 BC
4557	learned	"oft"	6F 66 74
4558	learned	"ral"	72 61 6C
4559	learned	"ifre"	69 66 72 65
4560	learned	".2016"	2E 32 30 31 36
4561	learned	"ileri"	69 6C 65 72 69
4562	learned	" no"	20 6E 6F
4563	learned	" öngör"	20 C3 B6 6E 67 C3 B6 72
4564	learned	" paramet"	20 70 61 72 61 6D 65 74
4565	learned	"ree"	72 65 65
4566	learned	" kök"	20 6B C3 B6 6B
4567	learned	"Cumhur"	43 75 6D 68 75 72
4568	learned	" çay"	20 C3 A7 61 79
4569	learned	"şu"	C5 9F 75
4570	learned	" Milli"	20 4D 69 6C 6C 69
4571	learned	" Uluslararası"	20 55 6C 75 73 6C 61 72 61 72 61 73 C4 B1
4572	learned	" Gerçek"	20 47 65 72 C3 A7 65 6B
4573	learned	" erişim"	20 65 72 69 C5 9F 69 6D
4574	learned	"öre"	C3 B6 72 65
4575	learned	" Ses"	20 53 65 73
4576	learned	" bitki"	20 62 69 74 6B 69
4577	learned	"yebilirsiniz"	79 65 62 69 6C 69 72 73 69 6E 69 7A
4578	learned	"air"	61 69 72
4579	learned	"ündeki"	C3 BC 6E 64 65 6B 69
4580	learned	"ümüş"	C3 BC 6D C3 BC C5 9F
4581	learned	" rast"	20 72 61 73 74
4582	learned	" öğretim"	20 C3 B6 C4 9F 72 65 74 69 6D
4583	learned	"ğan"	C4 9F 61 6E
4584	learned	"**"	2A 2A
4585	learned	" Aile"	20 41 69 6C 65
4586	learned	" unsur"	20 75 6E 73 75 72
